product_id,product_name,category,price
224,Product224,Books,1816.59
225,Product225,Sports,650.93
226,Product226,Clothing,2405.2
227,Product227,Clothing,2537.47
228,Product228,Sports,2412.23
229,Product229,Electronics,1126.36
230,Product230,Sports,47.04
231,Product231,Clothing,4972.77
232,Product232,Clothing,1528.36
233,Product233,Electronics,1984.33
234,Product234,Sports,2785.98
235,Product235,Books,1844.78
236,Product236,Sports,3065.47
237,Product237,Home,1076.99
238,Product238,Books,1811.03
239,Product239,Sports,241.55
240,Product240,Sports,2036.83
241,Product241,Clothing,3067.27
242,Product242,Electronics,3832.45
243,Product243,Clothing,585.59
244,Product244,Clothing,2307.25
245,Product245,Electronics,187.72
246,Product246,Home,1704.49
247,Product247,Clothing,399.15
248,Product248,Home,234.39
249,Product249,Electronics,2461.58
250,Product250,Sports,3990.23
251,Product251,Home,264.84
252,Product252,Books,493.66
253,Product253,Home,3631.6
254,Product254,Electronics,1595.88
255,Product255,Clothing,69.44
256,Product256,Home,2521.34
257,Product257,Home,468.39
258,Product258,Electronics,166.4
259,Product259,Home,851.54
260,Product260,Sports,94.12
261,Product261,Sports,2365.73
262,Product262,Sports,1529.13
263,Product263,Electronics,4775.48
264,Product264,Clothing,319.65
265,Product265,Books,1000.38
266,Product266,Clothing,1293.21
267,Product267,Books,627.76
268,Product268,Clothing,2773.48
269,Product269,Books,4799.59
270,Product270,Sports,3572.49
271,Product271,Books,417.21
272,Product272,Clothing,1574.09
273,Product273,Home,4692.47
274,Product274,Home,2975.22
275,Product275,Clothing,4566.58
276,Product276,Clothing,1550.37
277,Product277,Sports,2066.08
278,Product278,Electronics,410.79
279,Product279,Electronics,3568.18
280,Product280,Home,4221.63
281,Product281,Sports,2124.21
282,Product282,Home,4748.94
283,Product283,Electronics,1315.97
284,Product284,Electronics,3536.76
285,Product285,Home,1083.77
286,Product286,Clothing,2558.86
287,Product287,Sports,3726.9
288,Product288,Home,4819.51
289,Product289,Clothing,4750.26
290,Product290,Clothing,1415.96
291,Product291,Books,3398.36
292,Product292,Electronics,1780.93
293,Product293,Home,102.58
294,Product294,Sports,1589.07
295,Product295,Books,4916.13
296,Product296,Sports,1016.64
297,Product297,Sports,2451.31
298,Product298,Books,3582.44
299,Product299,Home,4545.73
300,Product300,Clothing,2177.1
301,Product301,Home,3851.78
302,Product302,Books,3926.39
303,Product303,Clothing,2268.28
304,Product304,Books,1369.19
305,Product305,Clothing,2531.45
306,Product306,Home,1127.82
307,Product307,Sports,3986.77
308,Product308,Books,3987.95
309,Product309,Clothing,2258.8
310,Product310,Clothing,2014.13
311,Product311,Sports,2498.91
312,Product312,Clothing,519.43
313,Product313,Clothing,2835.5
314,Product314,Clothing,2525.8
315,Product315,Sports,3320.9
316,Product316,Clothing,2894.97
317,Product317,Sports,2653.12
318,Product318,Books,2580.31
319,Product319,Electronics,4009.17
320,Product320,Sports,4391.32
321,Product321,Sports,904.03
322,Product322,Electronics,985.79
323,Product323,Sports,3388.5
324,Product324,Sports,4970.02
325,Product325,Clothing,1497.9
326,Product326,Books,4598.55
327,Product327,Sports,927.94
328,Product328,Electronics,4352.69
329,Product329,Electronics,3197.47
330,Product330,Home,3621.59
331,Product331,Books,3149.18
332,Product332,Sports,1662.79
333,Product333,Home,2499.07
334,Product334,Clothing,2690.31
335,Product335,Sports,1269.51
336,Product336,Electronics,950.05
337,Product337,Home,1318.15
338,Product338,Sports,3599.89
339,Product339,Clothing,152.25
340,Product340,Clothing,4911.68
341,Product341,Books,2797.67
342,Product342,Sports,1411.83
343,Product343,Sports,2245.55
344,Product344,Electronics,2937.78
345,Product345,Books,1037.07
346,Product346,Books,2028.09
347,Product347,Electronics,370.96
348,Product348,Sports,4892.83
349,Product349,Books,2673.31
350,Product350,Electronics,1239.23
351,Product351,Home,2196.86
352,Product352,Sports,2795.26
353,Product353,Sports,3476.44
354,Product354,Home,1862.75
355,Product355,Books,2905.07
356,Product356,Sports,4011.16
357,Product357,Books,1469.0
358,Product358,Home,3961.84
359,Product359,Sports,1909.07
360,Product360,Sports,2616.96
361,Product361,Electronics,3773.09
362,Product362,Clothing,4569.21
363,Product363,Sports,619.66
364,Product364,Clothing,3457.77
365,Product365,Clothing,4194.66
366,Product366,Books,668.88
367,Product367,Clothing,3675.27
368,Product368,Home,3297.95
369,Product369,Electronics,1300.29
370,Product370,Electronics,337.11
371,Product371,Home,3505.74
372,Product372,Home,3229.72
373,Product373,Sports,3132.86
374,Product374,Books,1973.95
375,Product375,Home,2453.18
376,Product376,Books,4599.16
377,Product377,Sports,1272.28
378,Product378,Electronics,29.5
379,Product379,Electronics,59.97
380,Product380,Electronics,462.31
381,Product381,Sports,2543.93
382,Product382,Books,2980.47
383,Product383,Electronics,3381.4
384,Product384,Books,1302.55
385,Product385,Electronics,645.0
386,Product386,Clothing,4986.32
387,Product387,Clothing,3070.55
388,Product388,Home,2553.35
389,Product389,Books,246.49
390,Product390,Clothing,3088.02
391,Product391,Home,2501.07
392,Product392,Books,951.99
393,Product393,Sports,2559.74
394,Product394,Electronics,3609.54
395,Product395,Sports,4658.58
396,Product396,Electronics,1672.56
397,Product397,Sports,4798.08
398,Product398,Home,4009.23
399,Product399,Home,4064.05
400,Product400,Clothing,1139.5
401,Product401,Clothing,4509.05
402,Product402,Sports,2305.67
403,Product403,Home,2972.37
404,Product404,Electronics,383.91
405,Product405,Home,3976.59
406,Product406,Home,1572.26
407,Product407,Books,4717.27
408,Product408,Electronics,1677.84
409,Product409,Home,4289.71
410,Product410,Sports,3333.26
411,Product411,Books,1060.01
412,Product412,Home,212.39
413,Product413,Home,2008.46
414,Product414,Home,1739.42
415,Product415,Clothing,2482.29
416,Product416,Home,4174.4
417,Product417,Sports,781.38
418,Product418,Sports,2606.9
419,Product419,Clothing,1214.6
420,Product420,Books,3802.07
421,Product421,Books,1857.6
422,Product422,Books,2245.52
423,Product423,Sports,4163.71
424,Product424,Electronics,3953.12
425,Product425,Sports,4463.95
426,Product426,Sports,847.69
427,Product427,Books,1649.9
428,Product428,Books,1640.27
429,Product429,Books,1012.94
430,Product430,Clothing,4099.14
431,Product431,Sports,4740.73
432,Product432,Clothing,3018.32
433,Product433,Sports,4432.0
434,Product434,Home,1914.14
435,Product435,Books,714.97
436,Product436,Sports,4451.88
437,Product437,Sports,4206.84
438,Product438,Clothing,1180.24
439,Product439,Home,3198.95
440,Product440,Home,3530.06
441,Product441,Books,1545.87
442,Product442,Electronics,1127.35
443,Product443,Electronics,3198.72
444,Product444,Home,4847.57
445,Product445,Books,4090.68
446,Product446,Electronics,1565.1
447,Product447,Clothing,732.28
448,Product448,Electronics,3853.4
449,Product449,Home,3299.3
450,Product450,Sports,2740.3
451,Product451,Books,2682.71
452,Product452,Electronics,4246.47
453,Product453,Sports,319.12
454,Product454,Books,880.09
455,Product455,Books,3502.86
456,Product456,Electronics,2621.62
457,Product457,Clothing,4858.03
458,Product458,Books,3813.0
459,Product459,Sports,3605.1
460,Product460,Books,856.8
461,Product461,Sports,1515.17
462,Product462,Clothing,4897.43
463,Product463,Books,2346.37
464,Product464,Books,393.73
465,Product465,Electronics,632.75
466,Product466,Books,2317.04
467,Product467,Books,119.32
468,Product468,Clothing,668.69
469,Product469,Electronics,174.85
470,Product470,Sports,1186.06
471,Product471,Clothing,3408.83
472,Product472,Electronics,4528.59
473,Product473,Electronics,4357.46
474,Product474,Home,647.39
475,Product475,Electronics,1896.04
476,Product476,Sports,2178.61
477,Product477,Clothing,1726.21
478,Product478,Home,3154.53
479,Product479,Sports,4304.01
480,Product480,Books,4785.41
481,Product481,Sports,820.87
482,Product482,Electronics,4301.19
483,Product483,Electronics,3025.51
484,Product484,Sports,1002.58
485,Product485,Clothing,3885.33
486,Product486,Sports,1554.39
487,Product487,Electronics,1496.06
488,Product488,Electronics,955.55
489,Product489,Home,3822.08
490,Product490,Home,2795.64
491,Product491,Home,2767.76
492,Product492,Electronics,3619.03
493,Product493,Books,963.46
494,Product494,Books,1471.01
495,Product495,Home,2626.3
496,Product496,Electronics,3800.98
497,Product497,Books,2042.75
498,Product498,Electronics,4510.31
499,Product499,Home,2523.46
500,Product500,Books,2038.48
501,Product501,Electronics,1725.45
502,Product502,Home,451.02
503,Product503,Sports,287.64
504,Product504,Books,3837.53
505,Product505,Books,2812.27
506,Product506,Clothing,677.5
507,Product507,Clothing,4858.52
508,Product508,Clothing,853.2
509,Product509,Home,561.72
510,Product510,Home,1208.27
511,Product511,Home,2680.18
512,Product512,Electronics,4673.11
513,Product513,Books,4234.02
514,Product514,Home,1773.84
515,Product515,Clothing,4321.5
516,Product516,Clothing,4599.2
517,Product517,Home,3510.67
518,Product518,Books,4483.65
519,Product519,Electronics,4568.1
520,Product520,Clothing,4547.94
521,Product521,Sports,1740.24
522,Product522,Home,2153.94
523,Product523,Clothing,3986.36
524,Product524,Books,3997.31
525,Product525,Books,893.66
526,Product526,Books,4507.13
527,Product527,Electronics,3393.74
528,Product528,Home,2764.53
529,Product529,Books,1662.56
530,Product530,Electronics,3499.95
531,Product531,Books,2197.11
532,Product532,Electronics,1013.25
533,Product533,Books,1278.78
534,Product534,Clothing,681.81
535,Product535,Sports,2189.63
536,Product536,Electronics,287.69
537,Product537,Books,4003.62
538,Product538,Sports,4802.27
539,Product539,Home,3805.23
540,Product540,Clothing,2437.1
541,Product541,Books,2085.06
542,Product542,Clothing,3066.1
543,Product543,Electronics,1126.94
544,Product544,Sports,57.68
545,Product545,Books,212.76
546,Product546,Home,200.0
547,Product547,Electronics,4413.64
548,Product548,Electronics,598.75
549,Product549,Clothing,2960.84
550,Product550,Electronics,1284.08
551,Product551,Electronics,2758.46
552,Product552,Sports,4799.88
553,Product553,Sports,774.02
554,Product554,Sports,2012.69
555,Product555,Clothing,2244.68
556,Product556,Electronics,3493.58
557,Product557,Electronics,952.64
558,Product558,Sports,1365.49
559,Product559,Electronics,2872.32
560,Product560,Clothing,591.17
561,Product561,Clothing,1542.11
562,Product562,Books,3324.63
563,Product563,Electronics,4348.28
564,Product564,Sports,1399.6
565,Product565,Clothing,1762.95
566,Product566,Electronics,4082.76
567,Product567,Books,2016.23
568,Product568,Sports,3285.73
569,Product569,Sports,523.38
570,Product570,Sports,4508.15
571,Product571,Electronics,4260.43
572,Product572,Home,2791.03
573,Product573,Books,145.84
574,Product574,Home,3476.06
575,Product575,Home,344.57
576,Product576,Books,3799.1
577,Product577,Electronics,3337.25
578,Product578,Home,4844.18
579,Product579,Books,2670.83
580,Product580,Sports,2928.67
581,Product581,Clothing,1300.68
582,Product582,Electronics,1800.98
583,Product583,Clothing,2451.04
584,Product584,Sports,349.8
585,Product585,Sports,4599.23
586,Product586,Books,666.53
587,Product587,Sports,2419.15
588,Product588,Clothing,635.9
589,Product589,Electronics,2949.18
590,Product590,Clothing,1784.21
591,Product591,Books,603.46
592,Product592,Electronics,1032.34
593,Product593,Books,4409.33
594,Product594,Sports,894.41
595,Product595,Books,4286.14
596,Product596,Clothing,1322.02
597,Product597,Sports,1366.94
598,Product598,Electronics,4895.46
599,Product599,Clothing,4624.83
600,Product600,Clothing,620.51
601,Product601,Clothing,4620.66
602,Product602,Home,4906.93
603,Product603,Sports,1569.26
604,Product604,Books,1230.01
605,Product605,Clothing,162.94
606,Product606,Sports,2085.4
607,Product607,Home,3129.2
608,Product608,Clothing,1929.18
609,Product609,Clothing,3585.33
610,Product610,Clothing,1812.6
611,Product611,Books,1471.31
612,Product612,Home,2404.09
613,Product613,Books,4925.43
614,Product614,Books,1794.67
615,Product615,Clothing,3783.16
616,Product616,Sports,323.35
617,Product617,Clothing,743.61
618,Product618,Sports,3198.94
619,Product619,Sports,1010.34
620,Product620,Clothing,2354.61
621,Product621,Clothing,794.29
622,Product622,Home,3067.79
623,Product623,Home,1322.42
624,Product624,Sports,3090.63
625,Product625,Home,2344.31
626,Product626,Clothing,3302.55
627,Product627,Electronics,4521.7
628,Product628,Clothing,914.87
629,Product629,Home,4349.64
630,Product630,Sports,4147.6
631,Product631,Books,1618.89
632,Product632,Sports,3635.76
633,Product633,Books,3222.54
634,Product634,Books,1110.18
635,Product635,Clothing,4020.16
636,Product636,Electronics,4461.53
637,Product637,Electronics,647.97
638,Product638,Electronics,3982.29
639,Product639,Home,4062.82
640,Product640,Home,454.32
641,Product641,Clothing,1246.77
642,Product642,Home,1771.19
643,Product643,Clothing,4758.49
644,Product644,Home,2174.87
645,Product645,Sports,1551.44
646,Product646,Electronics,4170.51
647,Product647,Clothing,4633.18
648,Product648,Clothing,3168.47
649,Product649,Clothing,3490.52
650,Product650,Home,1307.34
651,Product651,Clothing,3001.42
652,Product652,Clothing,722.94
653,Product653,Clothing,1870.01
654,Product654,Electronics,1773.05
655,Product655,Clothing,74.78
656,Product656,Clothing,3433.5
657,Product657,Sports,2423.33
658,Product658,Clothing,4408.8
659,Product659,Sports,3584.39
660,Product660,Clothing,251.97
661,Product661,Electronics,841.7
662,Product662,Sports,995.55
663,Product663,Clothing,108.27
664,Product664,Home,4893.75
665,Product665,Sports,1186.31
666,Product666,Books,661.09
667,Product667,Home,3080.59
668,Product668,Electronics,4635.09
669,Product669,Books,4377.24
670,Product670,Electronics,4431.59
671,Product671,Electronics,931.73
672,Product672,Electronics,2910.2
673,Product673,Sports,4346.49
674,Product674,Home,3161.22
675,Product675,Books,4505.75
676,Product676,Sports,1222.41
677,Product677,Clothing,950.75
678,Product678,Clothing,4404.31
679,Product679,Sports,518.55
680,Product680,Books,276.56
681,Product681,Sports,4620.15
682,Product682,Home,391.22
683,Product683,Home,3950.93
684,Product684,Electronics,1590.47
685,Product685,Electronics,231.53
686,Product686,Books,262.5
687,Product687,Clothing,990.01
688,Product688,Books,2743.78
689,Product689,Electronics,818.46
690,Product690,Sports,4444.57
691,Product691,Electronics,2403.31
692,Product692,Home,4915.07
693,Product693,Electronics,1719.2
694,Product694,Electronics,2999.85
695,Product695,Electronics,3288.78
696,Product696,Books,4985.89
697,Product697,Clothing,2400.8
698,Product698,Home,3783.8
699,Product699,Sports,3351.94
700,Product700,Books,2309.59
701,Product701,Home,2084.87
702,Product702,Sports,75.17
703,Product703,Clothing,1227.46
704,Product704,Home,4393.78
705,Product705,Sports,284.49
706,Product706,Electronics,3560.32
707,Product707,Books,216.85
708,Product708,Home,2996.34
709,Product709,Sports,3530.74
710,Product710,Electronics,830.71
711,Product711,Sports,4277.71
712,Product712,Books,2502.42
713,Product713,Books,6.54
714,Product714,Books,690.35
715,Product715,Sports,4375.87
716,Product716,Electronics,2403.4
717,Product717,Home,337.64
718,Product718,Books,1614.84
719,Product719,Books,2768.8
720,Product720,Home,3116.2
721,Product721,Sports,4751.06
722,Product722,Clothing,269.51
723,Product723,Books,3549.78
724,Product724,Home,4183.02
725,Product725,Clothing,919.85
726,Product726,Home,1986.58
727,Product727,Home,3157.03
728,Product728,Books,1675.56
729,Product729,Home,2901.58
730,Product730,Books,3249.21
731,Product731,Home,1654.96
732,Product732,Clothing,1235.46
733,Product733,Sports,1957.48
734,Product734,Clothing,4394.23
735,Product735,Sports,1581.26
736,Product736,Electronics,2570.14
737,Product737,Electronics,2862.85
738,Product738,Sports,4487.87
739,Product739,Electronics,4331.06
740,Product740,Electronics,1352.09
741,Product741,Books,3951.0
742,Product742,Books,2456.91
743,Product743,Clothing,4850.15
744,Product744,Home,4695.02
745,Product745,Sports,2949.97
746,Product746,Electronics,2489.06
747,Product747,Books,1095.02
748,Product748,Books,2054.77
749,Product749,Sports,4737.17
750,Product750,Sports,1959.59
751,Product751,Books,341.86
752,Product752,Clothing,4157.26
753,Product753,Home,4647.3
754,Product754,Sports,1764.78
755,Product755,Clothing,2640.36
756,Product756,Electronics,4301.58
757,Product757,Sports,1909.73
758,Product758,Books,2544.95
759,Product759,Home,3557.45
760,Product760,Books,805.15
761,Product761,Books,2948.51
762,Product762,Home,4859.32
763,Product763,Electronics,1237.33
764,Product764,Books,4637.89
765,Product765,Home,2011.52
766,Product766,Sports,2278.49
767,Product767,Books,2967.04
768,Product768,Electronics,257.45
769,Product769,Books,2685.04
770,Product770,Sports,4282.64
771,Product771,Books,677.47
772,Product772,Clothing,1868.28
773,Product773,Books,4437.41
774,Product774,Clothing,1671.17
775,Product775,Home,1239.95
776,Product776,Clothing,1385.02
777,Product777,Electronics,4545.74
778,Product778,Sports,4761.92
779,Product779,Electronics,2526.43
780,Product780,Home,3003.63
781,Product781,Sports,3072.9
782,Product782,Sports,4918.12
783,Product783,Electronics,710.54
784,Product784,Books,1569.66
785,Product785,Home,4267.51
786,Product786,Clothing,868.07
787,Product787,Clothing,203.54
788,Product788,Sports,2606.24
789,Product789,Home,907.02
790,Product790,Home,4685.01
791,Product791,Sports,4003.69
792,Product792,Sports,2637.38
793,Product793,Books,1753.37
794,Product794,Sports,2154.64
795,Product795,Books,1734.07
796,Product796,Home,2707.71
797,Product797,Sports,2935.71
798,Product798,Sports,2562.97
799,Product799,Electronics,3343.71
800,Product800,Clothing,4341.5
801,Product801,Home,1513.52
802,Product802,Home,4255.94
803,Product803,Clothing,2446.88
804,Product804,Books,1210.43
805,Product805,Sports,4236.86
806,Product806,Electronics,4611.66
807,Product807,Books,4953.58
808,Product808,Electronics,2846.62
809,Product809,Electronics,2124.11
810,Product810,Sports,140.24
811,Product811,Electronics,862.48
812,Product812,Electronics,3787.04
813,Product813,Books,602.91
814,Product814,Clothing,4616.8
815,Product815,Sports,1221.98
816,Product816,Sports,4025.51
817,Product817,Home,1917.36
818,Product818,Books,1700.48
819,Product819,Clothing,763.29
820,Product820,Home,883.88
821,Product821,Clothing,1613.71
822,Product822,Books,710.46
823,Product823,Clothing,284.89
824,Product824,Electronics,1414.07
825,Product825,Sports,2350.07
826,Product826,Sports,2726.97
827,Product827,Home,244.53
828,Product828,Clothing,2462.26
829,Product829,Clothing,997.59
830,Product830,Books,2625.79
831,Product831,Clothing,1744.57
832,Product832,Home,2187.74
833,Product833,Books,4384.65
834,Product834,Sports,3904.25
835,Product835,Electronics,3711.28
836,Product836,Books,1881.45
837,Product837,Sports,2968.75
838,Product838,Sports,3887.93
839,Product839,Sports,3574.01
840,Product840,Electronics,2789.77
841,Product841,Sports,2883.47
842,Product842,Books,2907.84
843,Product843,Books,1432.21
844,Product844,Sports,4914.72
845,Product845,Home,3289.31
846,Product846,Clothing,4982.4
847,Product847,Clothing,3107.32
848,Product848,Electronics,4002.25
849,Product849,Books,3897.7
850,Product850,Sports,1529.66
851,Product851,Sports,2934.87
852,Product852,Electronics,2247.31
853,Product853,Sports,4076.71
854,Product854,Home,2353.65
855,Product855,Books,3961.66
856,Product856,Electronics,2534.59
857,Product857,Books,1830.01
858,Product858,Home,1092.78
859,Product859,Home,4241.57
860,Product860,Electronics,4151.52
861,Product861,Clothing,4657.58
862,Product862,Books,2478.29
863,Product863,Home,882.7
864,Product864,Sports,3528.08
865,Product865,Electronics,608.92
866,Product866,Books,660.27
867,Product867,Sports,4999.77
868,Product868,Home,3766.97
869,Product869,Books,3166.84
870,Product870,Electronics,41.78
871,Product871,Electronics,1232.21
872,Product872,Sports,1681.08
873,Product873,Clothing,873.96
874,Product874,Books,4770.74
875,Product875,Clothing,2789.22
876,Product876,Clothing,934.46
877,Product877,Home,1007.18
878,Product878,Books,4422.97
879,Product879,Clothing,1745.38
880,Product880,Books,1859.95
881,Product881,Books,1516.38
882,Product882,Electronics,330.92
883,Product883,Sports,2170.05
884,Product884,Home,263.08
885,Product885,Electronics,964.9
886,Product886,Home,2034.72
887,Product887,Books,4943.55
888,Product888,Electronics,2212.5
889,Product889,Home,4571.42
890,Product890,Electronics,410.18
891,Product891,Clothing,1015.93
892,Product892,Clothing,1936.06
893,Product893,Electronics,1388.83
894,Product894,Sports,195.63
895,Product895,Home,4444.28
896,Product896,Clothing,343.35
897,Product897,Clothing,2195.02
898,Product898,Home,4430.45
899,Product899,Books,2788.18
900,Product900,Home,3890.63
901,Product901,Clothing,867.11
902,Product902,Clothing,1948.98
903,Product903,Sports,2074.15
904,Product904,Home,3569.66
905,Product905,Clothing,2696.13
906,Product906,Home,3394.57
907,Product907,Books,3780.09
908,Product908,Home,990.64
909,Product909,Home,2314.94
910,Product910,Clothing,4186.25
911,Product911,Electronics,4709.49
912,Product912,Sports,3702.79
913,Product913,Books,4556.58
914,Product914,Home,4126.78
915,Product915,Clothing,475.32
916,Product916,Clothing,234.56
917,Product917,Sports,1558.73
918,Product918,Clothing,2427.55
919,Product919,Books,1879.2
920,Product920,Electronics,4217.22
921,Product921,Home,3564.6
922,Product922,Clothing,3963.43
923,Product923,Electronics,2959.98
924,Product924,Books,3199.86
925,Product925,Electronics,3972.96
926,Product926,Electronics,3167.96
927,Product927,Electronics,3134.75
928,Product928,Sports,4858.24
929,Product929,Electronics,4063.45
930,Product930,Books,372.03
931,Product931,Electronics,2907.47
932,Product932,Home,585.62
933,Product933,Books,164.45
934,Product934,Electronics,3945.65
935,Product935,Books,1001.21
936,Product936,Electronics,1861.5
937,Product937,Home,2527.92
938,Product938,Books,2641.24
939,Product939,Books,1898.14
940,Product940,Home,4866.08
941,Product941,Home,3079.5
942,Product942,Electronics,2488.74
943,Product943,Home,2086.51
944,Product944,Home,3949.76
