customer_id,name,region,signup_date,is_current,effective_from,effective_to
134,Customer134,South,2024-07-14,True,2024-07-14,
135,Customer135,East,2025-04-11,True,2025-04-11,
136,Customer136,West,2024-06-15,True,2024-06-15,
137,Customer137,North,2024-03-14,True,2024-03-14,
138,Customer138,Central,2024-03-17,True,2024-03-17,
139,Customer139,West,2025-09-12,True,2025-09-12,
140,Customer140,West,2024-06-01,True,2024-06-01,
141,Customer141,Central,2024-08-03,True,2024-08-03,
142,Customer142,East,2024-02-22,True,2024-02-22,
143,Customer143,South,2024-04-03,True,2024-04-03,
144,Customer144,North,2025-05-22,True,2025-05-22,
145,Customer145,South,2025-08-15,True,2025-08-15,
146,Customer146,West,2024-12-17,True,2024-12-17,
147,Customer147,North,2024-08-14,True,2024-08-14,
148,Customer148,South,2024-11-06,True,2024-11-06,
149,Customer149,Central,2024-01-23,True,2024-01-23,
150,Customer150,South,2024-04-13,True,2024-04-13,
151,Customer151,North,2024-05-13,True,2024-05-13,
152,Customer152,Central,2025-06-23,True,2025-06-23,
153,Customer153,West,2024-06-14,True,2024-06-14,
154,Customer154,Central,2025-01-07,True,2025-01-07,
155,Customer155,South,2025-08-19,True,2025-08-19,
156,Customer156,North,2024-12-28,True,2024-12-28,
157,Customer157,Central,2025-01-10,True,2025-01-10,
158,Customer158,West,2025-06-18,True,2025-06-18,
159,Customer159,East,2024-04-19,True,2024-04-19,
160,Customer160,East,2025-07-10,True,2025-07-10,
161,Customer161,Central,2024-08-01,True,2024-08-01,
162,Customer162,West,2025-05-23,True,2025-05-23,
163,Customer163,Central,2024-08-16,True,2024-08-16,
164,Customer164,East,2025-06-20,True,2025-06-20,
165,Customer165,West,2024-07-13,True,2024-07-13,
166,Customer166,North,2024-03-20,True,2024-03-20,
167,Customer167,East,2025-10-16,True,2025-10-16,
168,Customer168,North,2025-03-11,True,2025-03-11,
169,Customer169,South,2025-10-31,True,2025-10-31,
170,Customer170,West,2024-03-28,True,2024-03-28,
171,Customer171,North,2024-08-07,True,2024-08-07,
172,Customer172,Central,2025-10-06,True,2025-10-06,
173,Customer173,Central,2024-06-08,True,2024-06-08,
174,Customer174,Central,2024-03-27,True,2024-03-27,
175,Customer175,North,2025-11-02,True,2025-11-02,
176,Customer176,Central,2024-11-02,True,2024-11-02,
177,Customer177,East,2024-03-03,True,2024-03-03,
178,Customer178,East,2025-02-07,True,2025-02-07,
179,Customer179,West,2024-07-12,True,2024-07-12,
180,Customer180,East,2025-11-21,True,2025-11-21,
181,Customer181,East,2025-03-12,True,2025-03-12,
182,Customer182,North,2025-11-25,True,2025-11-25,
183,Customer183,East,2025-04-18,True,2025-04-18,
184,Customer184,West,2024-01-18,True,2024-01-18,
185,Customer185,Central,2025-01-06,True,2025-01-06,
186,Customer186,Central,2024-09-15,True,2024-09-15,
187,Customer187,North,2024-12-20,True,2024-12-20,
188,Customer188,North,2024-06-14,True,2024-06-14,
189,Customer189,South,2024-03-25,True,2024-03-25,
190,Customer190,West,2024-09-10,True,2024-09-10,
191,Customer191,Central,2025-06-10,True,2025-06-10,
192,Customer192,Central,2024-04-10,True,2024-04-10,
193,Customer193,North,2024-05-20,True,2024-05-20,
194,Customer194,East,2025-07-29,True,2025-07-29,
195,Customer195,East,2024-08-16,True,2024-08-16,
196,Customer196,North,2024-01-05,True,2024-01-05,
197,Customer197,Central,2024-10-17,True,2024-10-17,
198,Customer198,South,2024-03-09,True,2024-03-09,
199,Customer199,South,2025-08-05,True,2025-08-05,
200,Customer200,West,2025-03-17,True,2025-03-17,
201,Customer201,East,2024-04-24,True,2024-04-24,
202,Customer202,South,2025-08-02,True,2025-08-02,
203,Customer203,North,2025-10-13,True,2025-10-13,
204,Customer204,West,2024-12-05,True,2024-12-05,
205,Customer205,North,2024-08-28,True,2024-08-28,
206,Customer206,North,2025-03-20,True,2025-03-20,
207,Customer207,West,2024-10-21,True,2024-10-21,
208,Customer208,South,2025-06-11,True,2025-06-11,
209,Customer209,South,2025-10-14,True,2025-10-14,
210,Customer210,South,2025-07-01,True,2025-07-01,
211,Customer211,North,2024-03-25,True,2024-03-25,
212,Customer212,East,2024-01-28,True,2024-01-28,
213,Customer213,South,2025-09-20,True,2025-09-20,
214,Customer214,West,2024-09-03,True,2024-09-03,
215,Customer215,South,2024-05-25,True,2024-05-25,
216,Customer216,West,2024-04-09,True,2024-04-09,
217,Customer217,Central,2024-10-05,True,2024-10-05,
218,Customer218,West,2024-12-03,True,2024-12-03,
219,Customer219,Central,2024-01-26,True,2024-01-26,
220,Customer220,East,2025-01-22,True,2025-01-22,
221,Customer221,Central,2024-06-26,True,2024-06-26,
222,Customer222,South,2025-03-01,True,2025-03-01,
223,Customer223,South,2025-10-23,True,2025-10-23,
224,Customer224,North,2025-01-13,True,2025-01-13,
225,Customer225,East,2025-06-13,True,2025-06-13,
226,Customer226,South,2024-12-18,True,2024-12-18,
227,Customer227,West,2025-10-04,True,2025-10-04,
228,Customer228,South,2024-02-10,True,2024-02-10,
229,Customer229,Central,2025-11-21,True,2025-11-21,
230,Customer230,South,2024-11-26,True,2024-11-26,
231,Customer231,South,2024-07-31,True,2024-07-31,
232,Customer232,North,2025-03-19,True,2025-03-19,
233,Customer233,South,2024-09-20,True,2024-09-20,
234,Customer234,Central,2024-02-22,True,2024-02-22,
235,Customer235,South,2025-09-11,True,2025-09-11,
236,Customer236,North,2024-12-24,True,2024-12-24,
237,Customer237,North,2024-07-05,True,2024-07-05,
238,Customer238,West,2024-09-20,True,2024-09-20,
239,Customer239,West,2025-02-19,True,2025-02-19,
240,Customer240,East,2024-05-15,True,2024-05-15,
241,Customer241,South,2024-09-03,True,2024-09-03,
242,Customer242,Central,2024-07-12,True,2024-07-12,
243,Customer243,North,2024-11-21,True,2024-11-21,
244,Customer244,West,2025-06-25,True,2025-06-25,
245,Customer245,West,2024-08-06,True,2024-08-06,
246,Customer246,Central,2025-03-15,True,2025-03-15,
247,Customer247,South,2025-04-07,True,2025-04-07,
248,Customer248,East,2024-05-05,True,2024-05-05,
249,Customer249,West,2024-01-26,True,2024-01-26,
250,Customer250,Central,2024-06-14,True,2024-06-14,
251,Customer251,North,2025-09-27,True,2025-09-27,
252,Customer252,North,2025-01-07,True,2025-01-07,
253,Customer253,West,2024-06-13,True,2024-06-13,
254,Customer254,Central,2025-03-20,True,2025-03-20,
255,Customer255,West,2024-09-10,True,2024-09-10,
256,Customer256,South,2025-11-19,True,2025-11-19,
257,Customer257,South,2024-11-17,True,2024-11-17,
258,Customer258,North,2024-12-23,True,2024-12-23,
259,Customer259,Central,2025-01-14,True,2025-01-14,
260,Customer260,West,2024-04-12,True,2024-04-12,
261,Customer261,West,2024-07-11,True,2024-07-11,
262,Customer262,Central,2025-04-19,True,2025-04-19,
263,Customer263,West,2025-02-07,True,2025-02-07,
264,Customer264,South,2025-03-07,True,2025-03-07,
265,Customer265,East,2025-11-15,True,2025-11-15,
266,Customer266,North,2025-04-07,True,2025-04-07,
267,Customer267,West,2024-04-17,True,2024-04-17,
268,Customer268,Central,2024-08-28,True,2024-08-28,
269,Customer269,South,2024-02-29,True,2024-02-29,
270,Customer270,South,2024-06-24,True,2024-06-24,
271,Customer271,South,2024-07-14,True,2024-07-14,
272,Customer272,East,2025-03-09,True,2025-03-09,
273,Customer273,East,2025-11-13,True,2025-11-13,
274,Customer274,East,2025-09-18,True,2025-09-18,
275,Customer275,Central,2024-04-24,True,2024-04-24,
276,Customer276,Central,2024-06-08,True,2024-06-08,
277,Customer277,Central,2025-07-18,True,2025-07-18,
278,Customer278,North,2025-04-13,True,2025-04-13,
279,Customer279,North,2025-06-16,True,2025-06-16,
280,Customer280,East,2025-03-06,True,2025-03-06,
281,Customer281,North,2025-04-01,True,2025-04-01,
282,Customer282,South,2024-01-03,True,2024-01-03,
283,Customer283,West,2024-08-24,True,2024-08-24,
284,Customer284,South,2025-02-24,True,2025-02-24,
285,Customer285,West,2025-02-09,True,2025-02-09,
286,Customer286,North,2025-07-05,True,2025-07-05,
287,Customer287,Central,2025-06-06,True,2025-06-06,
288,Customer288,South,2024-04-02,True,2024-04-02,
289,Customer289,Central,2024-01-30,True,2024-01-30,
290,Customer290,South,2025-01-22,True,2025-01-22,
291,Customer291,East,2024-03-03,True,2024-03-03,
292,Customer292,East,2024-09-09,True,2024-09-09,
293,Customer293,West,2025-10-27,True,2025-10-27,
294,Customer294,West,2024-10-05,True,2024-10-05,
295,Customer295,Central,2024-02-12,True,2024-02-12,
296,Customer296,South,2025-05-08,True,2025-05-08,
297,Customer297,West,2024-04-16,True,2024-04-16,
298,Customer298,West,2025-08-23,True,2025-08-23,
299,Customer299,Central,2025-04-17,True,2025-04-17,
300,Customer300,East,2024-10-15,True,2024-10-15,
301,Customer301,Central,2024-07-16,True,2024-07-16,
302,Customer302,East,2024-08-02,True,2024-08-02,
303,Customer303,West,2024-07-10,True,2024-07-10,
304,Customer304,Central,2025-09-20,True,2025-09-20,
305,Customer305,North,2025-07-23,True,2025-07-23,
306,Customer306,Central,2025-02-03,True,2025-02-03,
307,Customer307,South,2024-02-10,True,2024-02-10,
308,Customer308,West,2025-01-04,True,2025-01-04,
309,Customer309,South,2024-02-14,True,2024-02-14,
310,Customer310,Central,2024-02-17,True,2024-02-17,
311,Customer311,North,2024-06-22,True,2024-06-22,
312,Customer312,Central,2025-03-19,True,2025-03-19,
313,Customer313,West,2025-08-24,True,2025-08-24,
314,Customer314,West,2025-06-03,True,2025-06-03,
315,Customer315,East,2025-09-09,True,2025-09-09,
316,Customer316,West,2024-04-21,True,2024-04-21,
317,Customer317,Central,2024-08-14,True,2024-08-14,
318,Customer318,West,2025-05-02,True,2025-05-02,
319,Customer319,Central,2025-05-01,True,2025-05-01,
320,Customer320,North,2025-03-04,True,2025-03-04,
321,Customer321,East,2024-03-03,True,2024-03-03,
322,Customer322,Central,2025-10-09,True,2025-10-09,
323,Customer323,North,2024-05-29,True,2024-05-29,
324,Customer324,West,2025-03-29,True,2025-03-29,
325,Customer325,East,2024-03-12,True,2024-03-12,
326,Customer326,West,2025-04-28,True,2025-04-28,
327,Customer327,Central,2024-10-14,True,2024-10-14,
328,Customer328,East,2025-10-08,True,2025-10-08,
329,Customer329,South,2024-07-18,True,2024-07-18,
330,Customer330,North,2024-09-25,True,2024-09-25,
331,Customer331,Central,2024-10-30,True,2024-10-30,
332,Customer332,Central,2025-05-28,True,2025-05-28,
333,Customer333,West,2025-09-18,True,2025-09-18,
334,Customer334,West,2024-01-07,True,2024-01-07,
335,Customer335,East,2024-05-09,True,2024-05-09,
336,Customer336,East,2024-06-18,True,2024-06-18,
337,Customer337,South,2025-09-13,True,2025-09-13,
338,Customer338,West,2024-10-11,True,2024-10-11,
339,Customer339,West,2024-12-13,True,2024-12-13,
340,Customer340,West,2024-08-31,True,2024-08-31,
341,Customer341,West,2024-10-28,True,2024-10-28,
342,Customer342,North,2024-09-01,True,2024-09-01,
343,Customer343,South,2024-06-29,True,2024-06-29,
344,Customer344,West,2025-01-12,True,2025-01-12,
345,Customer345,Central,2024-11-02,True,2024-11-02,
346,Customer346,West,2024-02-12,True,2024-02-12,
347,Customer347,West,2024-10-15,True,2024-10-15,
348,Customer348,West,2024-08-21,True,2024-08-21,
349,Customer349,East,2024-10-20,True,2024-10-20,
350,Customer350,Central,2025-06-25,True,2025-06-25,
351,Customer351,North,2025-08-18,True,2025-08-18,
352,Customer352,South,2024-12-31,True,2024-12-31,
353,Customer353,West,2025-06-22,True,2025-06-22,
354,Customer354,South,2025-11-22,True,2025-11-22,
355,Customer355,North,2025-03-24,True,2025-03-24,
356,Customer356,Central,2025-07-05,True,2025-07-05,
357,Customer357,West,2024-07-19,True,2024-07-19,
358,Customer358,North,2025-01-04,True,2025-01-04,
359,Customer359,North,2025-11-05,True,2025-11-05,
360,Customer360,East,2025-03-05,True,2025-03-05,
361,Customer361,South,2024-05-05,True,2024-05-05,
362,Customer362,Central,2024-11-29,True,2024-11-29,
363,Customer363,West,2024-01-14,True,2024-01-14,
364,Customer364,South,2025-04-23,True,2025-04-23,
365,Customer365,West,2024-08-05,True,2024-08-05,
366,Customer366,East,2024-12-24,True,2024-12-24,
367,Customer367,North,2025-07-23,True,2025-07-23,
368,Customer368,East,2025-11-21,True,2025-11-21,
369,Customer369,North,2024-12-06,True,2024-12-06,
370,Customer370,East,2024-02-15,True,2024-02-15,
371,Customer371,West,2025-08-14,True,2025-08-14,
372,Customer372,West,2024-09-19,True,2024-09-19,
373,Customer373,West,2024-04-21,True,2024-04-21,
374,Customer374,Central,2024-03-21,True,2024-03-21,
375,Customer375,South,2025-08-11,True,2025-08-11,
376,Customer376,Central,2024-06-04,True,2024-06-04,
377,Customer377,East,2025-10-25,True,2025-10-25,
378,Customer378,Central,2025-11-06,True,2025-11-06,
379,Customer379,North,2024-07-20,True,2024-07-20,
380,Customer380,North,2025-03-26,True,2025-03-26,
381,Customer381,East,2025-06-19,True,2025-06-19,
382,Customer382,North,2025-10-26,True,2025-10-26,
383,Customer383,North,2025-01-25,True,2025-01-25,
384,Customer384,North,2024-09-21,True,2024-09-21,
385,Customer385,East,2025-05-15,True,2025-05-15,
386,Customer386,South,2024-08-11,True,2024-08-11,
387,Customer387,Central,2025-05-14,True,2025-05-14,
388,Customer388,North,2024-07-14,True,2024-07-14,
389,Customer389,West,2025-05-12,True,2025-05-12,
390,Customer390,West,2024-03-25,True,2024-03-25,
391,Customer391,North,2024-05-21,True,2024-05-21,
392,Customer392,Central,2025-10-20,True,2025-10-20,
393,Customer393,East,2025-08-25,True,2025-08-25,
394,Customer394,South,2024-10-02,True,2024-10-02,
395,Customer395,East,2024-08-25,True,2024-08-25,
396,Customer396,Central,2025-08-03,True,2025-08-03,
397,Customer397,South,2024-05-14,True,2024-05-14,
398,Customer398,North,2024-09-06,True,2024-09-06,
399,Customer399,South,2025-04-11,True,2025-04-11,
400,Customer400,Central,2025-04-30,True,2025-04-30,
401,Customer401,West,2025-08-15,True,2025-08-15,
402,Customer402,North,2024-01-12,True,2024-01-12,
403,Customer403,Central,2025-01-13,True,2025-01-13,
404,Customer404,West,2025-06-04,True,2025-06-04,
405,Customer405,North,2024-01-28,True,2024-01-28,
406,Customer406,North,2024-11-28,True,2024-11-28,
407,Customer407,East,2024-10-17,True,2024-10-17,
408,Customer408,West,2025-03-16,True,2025-03-16,
409,Customer409,East,2024-06-16,True,2024-06-16,
410,Customer410,North,2024-05-23,True,2024-05-23,
411,Customer411,South,2025-04-07,True,2025-04-07,
412,Customer412,Central,2024-01-18,True,2024-01-18,
413,Customer413,Central,2024-05-30,True,2024-05-30,
414,Customer414,Central,2024-10-15,True,2024-10-15,
415,Customer415,Central,2024-09-08,True,2024-09-08,
416,Customer416,Central,2024-07-25,True,2024-07-25,
417,Customer417,South,2024-07-09,True,2024-07-09,
418,Customer418,North,2025-06-16,True,2025-06-16,
419,Customer419,West,2024-10-20,True,2024-10-20,
420,Customer420,Central,2024-03-01,True,2024-03-01,
421,Customer421,West,2024-11-15,True,2024-11-15,
422,Customer422,North,2024-02-23,True,2024-02-23,
423,Customer423,East,2025-07-02,True,2025-07-02,
424,Customer424,Central,2025-07-10,True,2025-07-10,
425,Customer425,South,2025-06-23,True,2025-06-23,
426,Customer426,North,2024-10-15,True,2024-10-15,
427,Customer427,East,2025-01-08,True,2025-01-08,
428,Customer428,West,2025-10-11,True,2025-10-11,
429,Customer429,Central,2024-04-12,True,2024-04-12,
430,Customer430,West,2024-10-05,True,2024-10-05,
431,Customer431,South,2025-05-19,True,2025-05-19,
432,Customer432,Central,2025-10-14,True,2025-10-14,
433,Customer433,North,2025-11-26,True,2025-11-26,
434,Customer434,Central,2025-09-23,True,2025-09-23,
435,Customer435,West,2025-01-20,True,2025-01-20,
436,Customer436,West,2024-12-30,True,2024-12-30,
437,Customer437,East,2025-08-02,True,2025-08-02,
438,Customer438,North,2024-03-14,True,2024-03-14,
439,Customer439,South,2024-05-03,True,2024-05-03,
440,Customer440,West,2024-10-12,True,2024-10-12,
441,Customer441,North,2025-07-19,True,2025-07-19,
442,Customer442,South,2025-03-05,True,2025-03-05,
443,Customer443,North,2024-09-09,True,2024-09-09,
444,Customer444,Central,2025-09-21,True,2025-09-21,
445,Customer445,North,2024-12-22,True,2024-12-22,
446,Customer446,West,2024-02-24,True,2024-02-24,
447,Customer447,South,2024-07-18,True,2024-07-18,
448,Customer448,North,2025-11-26,True,2025-11-26,
449,Customer449,North,2025-09-27,True,2025-09-27,
450,Customer450,Central,2025-07-24,True,2025-07-24,
451,Customer451,East,2024-08-09,True,2024-08-09,
452,Customer452,East,2025-07-30,True,2025-07-30,
453,Customer453,North,2024-08-24,True,2024-08-24,
454,Customer454,North,2025-07-08,True,2025-07-08,
455,Customer455,South,2024-06-17,True,2024-06-17,
456,Customer456,West,2025-05-31,True,2025-05-31,
457,Customer457,North,2024-10-21,True,2024-10-21,
458,Customer458,North,2025-11-18,True,2025-11-18,
459,Customer459,North,2024-05-30,True,2024-05-30,
460,Customer460,East,2024-10-01,True,2024-10-01,
461,Customer461,East,2024-09-18,True,2024-09-18,
462,Customer462,South,2024-12-03,True,2024-12-03,
463,Customer463,South,2024-06-10,True,2024-06-10,
464,Customer464,South,2025-08-12,True,2025-08-12,
465,Customer465,North,2025-09-08,True,2025-09-08,
466,Customer466,West,2024-03-26,True,2024-03-26,
467,Customer467,Central,2024-10-13,True,2024-10-13,
468,Customer468,East,2024-05-30,True,2024-05-30,
469,Customer469,North,2024-01-08,True,2024-01-08,
470,Customer470,East,2024-06-01,True,2024-06-01,
471,Customer471,West,2024-09-30,True,2024-09-30,
472,Customer472,Central,2024-01-11,True,2024-01-11,
473,Customer473,South,2024-07-08,True,2024-07-08,
474,Customer474,West,2024-01-15,True,2024-01-15,
475,Customer475,Central,2024-09-05,True,2024-09-05,
476,Customer476,North,2024-12-22,True,2024-12-22,
477,Customer477,North,2024-03-19,True,2024-03-19,
478,Customer478,South,2025-09-27,True,2025-09-27,
479,Customer479,North,2024-06-17,True,2024-06-17,
480,Customer480,North,2024-02-20,True,2024-02-20,
481,Customer481,West,2025-03-31,True,2025-03-31,
482,Customer482,East,2025-11-30,True,2025-11-30,
483,Customer483,Central,2024-03-08,True,2024-03-08,
484,Customer484,West,2025-05-08,True,2025-05-08,
485,Customer485,West,2024-04-01,True,2024-04-01,
486,Customer486,Central,2024-07-30,True,2024-07-30,
487,Customer487,East,2025-03-11,True,2025-03-11,
488,Customer488,South,2024-10-04,True,2024-10-04,
489,Customer489,East,2025-03-30,True,2025-03-30,
490,Customer490,East,2024-06-24,True,2024-06-24,
491,Customer491,South,2025-07-29,True,2025-07-29,
492,Customer492,South,2024-09-28,True,2024-09-28,
493,Customer493,Central,2024-05-05,True,2024-05-05,
494,Customer494,South,2025-09-06,True,2025-09-06,
495,Customer495,West,2024-06-01,True,2024-06-01,
496,Customer496,North,2024-10-08,True,2024-10-08,
497,Customer497,South,2025-02-10,True,2025-02-10,
498,Customer498,West,2025-01-04,True,2025-01-04,
499,Customer499,West,2025-09-18,True,2025-09-18,
500,Customer500,North,2025-11-10,True,2025-11-10,
501,Customer501,East,2024-12-16,True,2024-12-16,
502,Customer502,Central,2024-03-05,True,2024-03-05,
503,Customer503,Central,2024-10-16,True,2024-10-16,
504,Customer504,North,2025-11-25,True,2025-11-25,
505,Customer505,East,2025-06-27,True,2025-06-27,
506,Customer506,South,2024-11-18,True,2024-11-18,
507,Customer507,South,2024-12-11,True,2024-12-11,
508,Customer508,East,2025-10-30,True,2025-10-30,
509,Customer509,South,2025-10-25,True,2025-10-25,
510,Customer510,East,2025-09-04,True,2025-09-04,
511,Customer511,Central,2024-02-22,True,2024-02-22,
512,Customer512,South,2025-09-03,True,2025-09-03,
513,Customer513,South,2024-11-14,True,2024-11-14,
514,Customer514,South,2025-01-13,True,2025-01-13,
515,Customer515,Central,2024-06-11,True,2024-06-11,
516,Customer516,East,2024-05-31,True,2024-05-31,
517,Customer517,West,2024-03-14,True,2024-03-14,
518,Customer518,West,2025-04-26,True,2025-04-26,
519,Customer519,Central,2025-03-27,True,2025-03-27,
520,Customer520,Central,2025-11-15,True,2025-11-15,
521,Customer521,Central,2024-02-24,True,2024-02-24,
522,Customer522,Central,2025-08-19,True,2025-08-19,
523,Customer523,West,2025-01-11,True,2025-01-11,
524,Customer524,South,2025-10-09,True,2025-10-09,
525,Customer525,East,2024-07-22,True,2024-07-22,
526,Customer526,West,2024-09-29,True,2024-09-29,
527,Customer527,West,2024-06-10,True,2024-06-10,
528,Customer528,Central,2025-03-13,True,2025-03-13,
529,Customer529,South,2024-05-02,True,2024-05-02,
530,Customer530,West,2025-01-14,True,2025-01-14,
531,Customer531,North,2025-10-17,True,2025-10-17,
